id_incidente,anio,mes,dia_semana,estacion,momento_dia,pais,tipo_area,densidad_poblacion_por_km2,tipo_delito,puntaje_severidad_delito,cantidad_victimas,genero_victima,grupo_edad_victima,lesiones_reportadas,fallecidos,perdida_financiera_usd,arma_utilizada,mes_nombre,inconsistencia_victimas,perdida_atipica,nivel_severidad
CRM0001952,2021,7,Viernes,Otoño,Noche (10pm-2am),Australia,Suburbano,789,Violencia Doméstica,5.2,3,Femenino,36-45,0,0,15.78,Arma Blanca,Julio,False,False,Media
CRM0001953,2023,8,Viernes,Invierno,Anochecer (6pm-10pm),Alemania,Rural,46,Fraude,4.5,2,Femenino,56-65,0,0,14232.08,Objeto Contundente,Agosto,False,True,Media
CRM0001954,2023,5,Domingo,Verano,Noche (10pm-2am),Sudáfrica,Rural,100,Asalto,7.2,1,Femenino,46-55,2,0,174.61,Arma de Fuego,Mayo,False,False,Alta
CRM0001955,2024,8,Jueves,Invierno,Tarde (12pm-6pm),Alemania,Urbano,1443,Delito de Drogas,6.7,1,Masculino,36-45,0,0,355.84,Arma Blanca,Agosto,False,False,Alta
CRM0001956,2024,10,Jueves,Otoño,Mañana (6am-12pm),Reino Unido,Urbano,2853,Violencia Doméstica,5.1,1,Masculino,Menor de 18,0,0,6.09,Sin Arma Registrada,Octubre,False,False,Media
CRM0001957,2023,11,Jueves,Otoño,Mañana (6am-12pm),India,Remoto,16,Fraude,4.5,1,Masculino,18-25,0,0,2680.83,Arma Blanca,Noviembre,False,True,Media
CRM0001958,2022,8,Lunes,Verano,Noche (10pm-2am),Sudáfrica,Suburbano,126,Hurto,2.7,2,Masculino,Menor de 18,0,0,394.23,Sin Arma Registrada,Agosto,False,False,Baja
CRM0001959,2023,9,Viernes,Verano,Tarde (12pm-6pm),Sudáfrica,Suburbano,207,Homicidio,9.6,2,Femenino,18-25,3,2,363.64,Sin Arma Registrada,Septiembre,False,False,Alta
CRM0001960,2023,2,Domingo,Invierno,Tarde (12pm-6pm),México,Urbano,1362,Delito de Drogas,6.5,4,Femenino,26-35,0,0,384.1,Sin Arma Registrada,Febrero,False,False,Media
CRM0001961,2020,3,Domingo,Verano,Tarde (12pm-6pm),India,Rural,53,Fraude,3.8,1,Masculino,18-25,0,0,3012.48,Arma de Fuego,Marzo,False,True,Media
CRM0001962,2022,1,Jueves,Primavera,Anochecer (6pm-10pm),Pakistán,Suburbano,615,Vandalismo,3.1,2,Femenino,56-65,0,0,83.18,Sin Arma Registrada,Enero,False,False,Baja
CRM0001963,2024,4,Martes,Verano,Madrugada (2am-6am),Pakistán,Rural,97,Asalto,7.2,1,Masculino,36-45,4,0,24.86,Sin Arma Registrada,Abril,False,False,Alta
CRM0001964,2022,5,Lunes,Otoño,Noche (10pm-2am),Estados Unidos,Remoto,10,Violencia Doméstica,5.5,2,Masculino,26-35,1,0,72.73,Arma de Fuego,Mayo,False,False,Media
CRM0001965,2023,11,Sábado,Primavera,Anochecer (6pm-10pm),Australia,Suburbano,383,Incendio Provocado,7.3,1,Masculino,46-55,2,0,73.38,Sin Arma Registrada,Noviembre,False,False,Alta
CRM0001966,2023,1,Martes,Otoño,Mañana (6am-12pm),Sudáfrica,Suburbano,223,Hurto,3.9,1,Femenino,26-35,0,0,203.52,Arma de Fuego,Enero,False,False,Media
CRM0001967,2021,8,Miércoles,Verano,Noche (10pm-2am),Sudáfrica,Rural,94,Hurto,2.1,2,Masculino,26-35,0,0,577.26,Arma de Fuego,Agosto,False,False,Baja
CRM0001968,2022,2,Sábado,Primavera,Madrugada (2am-6am),Canadá,Urbano,2243,Allanamiento,5.2,2,Masculino,46-55,0,0,543.98,Arma de Fuego,Febrero,False,False,Media
CRM0001969,2022,1,Lunes,Primavera,Noche (10pm-2am),Estados Unidos,Rural,140,Hurto,2.5,1,Desconocido,65+,0,0,2810.2,Sin Arma Registrada,Enero,False,True,Baja
CRM0001970,2020,2,Domingo,Invierno,Mañana (6am-12pm),Reino Unido,Urbano,2265,Allanamiento,5.6,2,Masculino,18-25,0,0,161.94,Sin Arma Registrada,Febrero,False,False,Media
CRM0001971,2020,5,Sábado,Invierno,Mañana (6am-12pm),Estados Unidos,Urbano,2927,Hurto,4.5,1,Femenino,26-35,0,0,139.18,Objeto Contundente,Mayo,False,False,Media
CRM0001972,2024,9,Domingo,Verano,Noche (10pm-2am),Turquía,Suburbano,99,Fraude,5.1,1,Masculino,46-55,0,0,831.3,Arma Blanca,Septiembre,False,False,Media
CRM0001973,2021,9,Jueves,Primavera,Mañana (6am-12pm),México,Suburbano,93,Asalto,5.1,1,Femenino,18-25,4,0,96.03,Arma Blanca,Septiembre,False,False,Media
CRM0001974,2022,2,Lunes,Verano,Noche (10pm-2am),Pakistán,Rural,70,Delito de Drogas,4.1,1,Masculino,Menor de 18,0,0,11.09,Arma de Fuego,Febrero,False,False,Media
CRM0001975,2021,2,Sábado,Otoño,Tarde (12pm-6pm),Canadá,Remoto,18,Robo,7.8,1,Desconocido,56-65,2,0,294.59,Sin Arma Registrada,Febrero,False,False,Alta
CRM0001976,2024,3,Sábado,Otoño,Mañana (6am-12pm),Brasil,Urbano,3920,Asalto,6.0,4,Femenino,56-65,1,0,153.69,Vehículo,Marzo,False,False,Media
CRM0001977,2021,7,Sábado,Invierno,Tarde (12pm-6pm),México,Urbano,1674,Cibercrimen,4.7,1,Masculino,56-65,0,0,28255.92,Arma Blanca,Julio,False,True,Media
CRM0001978,2022,11,Sábado,Primavera,Anochecer (6pm-10pm),Francia,Rural,84,Delito de Drogas,4.5,1,Masculino,18-25,0,0,48.19,Arma de Fuego,Noviembre,False,False,Media
CRM0001979,2024,3,Jueves,Primavera,Mañana (6am-12pm),Pakistán,Urbano,2340,Agresión Sexual,9.3,2,Masculino,56-65,1,0,526.29,Sin Arma Registrada,Marzo,False,False,Alta
CRM0001980,2024,1,Domingo,Primavera,Noche (10pm-2am),India,Suburbano,282,Delito de Drogas,6.6,1,Desconocido,Menor de 18,0,0,125.07,Arma de Fuego,Enero,False,False,Media
CRM0001981,2021,6,Miércoles,Otoño,Anochecer (6pm-10pm),Pakistán,Suburbano,713,Delito de Drogas,6.7,1,Masculino,36-45,0,0,62.69,Arma Blanca,Junio,False,False,Alta
CRM0001982,2024,3,Jueves,Otoño,Mañana (6am-12pm),Pakistán,Suburbano,636,Allanamiento,4.9,1,Femenino,36-45,0,0,340.07,Sin Arma Registrada,Marzo,False,False,Media
CRM0001983,2022,1,Domingo,Verano,Noche (10pm-2am),Nigeria,Urbano,1251,Hurto,4.0,1,Femenino,26-35,0,0,767.73,Sin Arma Registrada,Enero,False,False,Media
CRM0001984,2022,4,Miércoles,Otoño,Noche (10pm-2am),Australia,Rural,61,Cibercrimen,3.8,1,Masculino,26-35,0,0,7814.67,Arma Blanca,Abril,False,True,Media
CRM0001985,2020,1,Martes,Primavera,Noche (10pm-2am),Pakistán,Rural,38,Hurto,4.3,1,Masculino,46-55,0,0,214.06,Arma Blanca,Enero,False,False,Media
CRM0001986,2020,1,Miércoles,Primavera,Tarde (12pm-6pm),México,Suburbano,983,Fraude,3.5,3,Masculino,36-45,0,0,7182.67,Objeto Contundente,Enero,False,True,Media
CRM0001987,2023,12,Domingo,Primavera,Madrugada (2am-6am),Reino Unido,Rural,190,Allanamiento,6.3,1,Masculino,46-55,0,0,361.98,Sin Arma Registrada,Diciembre,False,False,Media
CRM0001988,2022,2,Jueves,Otoño,Anochecer (6pm-10pm),Estados Unidos,Urbano,2127,Delito de Drogas,5.3,1,Femenino,18-25,0,0,94.18,Desconocido,Febrero,False,False,Media
CRM0001989,2022,10,Sábado,Verano,Mañana (6am-12pm),India,Suburbano,443,Agresión Sexual,9.6,2,Masculino,26-35,1,0,766.31,Arma Blanca,Octubre,False,False,Alta
CRM0001990,2023,8,Domingo,Verano,Tarde (12pm-6pm),Francia,Remoto,12,Violencia Doméstica,7.2,4,Femenino,18-25,1,0,38.05,Vehículo,Agosto,False,False,Alta
CRM0001991,2023,2,Viernes,Otoño,Anochecer (6pm-10pm),Pakistán,Urbano,3966,Agresión Sexual,8.1,2,Femenino,18-25,1,0,20.38,Arma Blanca,Febrero,False,False,Alta
CRM0001992,2021,11,Martes,Verano,Noche (10pm-2am),Sudáfrica,Suburbano,417,Tráfico de Personas,9.8,3,Femenino,26-35,0,0,2752.11,Objeto Contundente,Noviembre,False,True,Alta
CRM0001993,2023,2,Martes,Verano,Mañana (6am-12pm),Estados Unidos,Suburbano,122,Robo,6.9,2,Femenino,18-25,3,1,111.27,Objeto Contundente,Febrero,False,False,Alta
CRM0001994,2020,11,Domingo,Invierno,Anochecer (6pm-10pm),Canadá,Rural,119,Asalto,7.9,2,Desconocido,26-35,0,0,193.07,Sin Arma Registrada,Noviembre,False,False,Alta
CRM0001995,2023,11,Jueves,Invierno,Tarde (12pm-6pm),México,Remoto,15,Allanamiento,6.3,2,Desconocido,18-25,0,0,120.42,Sin Arma Registrada,Noviembre,False,False,Media
CRM0001996,2023,10,Sábado,Otoño,Noche (10pm-2am),Estados Unidos,Suburbano,241,Homicidio,10.0,2,Desconocido,Menor de 18,1,1,132.85,Arma Blanca,Octubre,False,False,Alta
CRM0001997,2024,10,Sábado,Otoño,Tarde (12pm-6pm),Nigeria,Urbano,906,Allanamiento,4.2,3,Masculino,18-25,0,0,2854.42,Sin Arma Registrada,Octubre,False,True,Media
CRM0001998,2020,8,Sábado,Invierno,Noche (10pm-2am),Alemania,Rural,59,Violencia Doméstica,5.8,2,Femenino,46-55,4,0,341.11,Objeto Contundente,Agosto,False,False,Media
CRM0001999,2020,12,Viernes,Verano,Tarde (12pm-6pm),Estados Unidos,Urbano,2798,Violencia Doméstica,7.2,3,Femenino,36-45,4,0,78.35,Arma de Fuego,Diciembre,False,False,Alta
CRM0002000,2021,6,Miércoles,Otoño,Tarde (12pm-6pm),Estados Unidos,Suburbano,303,Agresión Sexual,9.8,4,Femenino,18-25,1,0,60.26,Arma de Fuego,Junio,False,False,Alta
CRM0002001,2021,12,Martes,Invierno,Mañana (6am-12pm),India,Rural,95,Delito de Drogas,4.1,1,Masculino,36-45,0,0,130.79,Desconocido,Diciembre,False,False,Media
CRM0002002,2021,11,Viernes,Verano,Anochecer (6pm-10pm),Alemania,Suburbano,861,Agresión Sexual,7.0,1,Femenino,18-25,2,0,93.22,Desconocido,Noviembre,False,False,Alta
CRM0002003,2024,4,Lunes,Invierno,Noche (10pm-2am),India,Urbano,1822,Hurto,2.8,2,Masculino,26-35,0,0,67.5,Sustancia Química,Abril,False,False,Baja
CRM0002004,2021,3,Viernes,Primavera,Mañana (6am-12pm),Estados Unidos,Rural,151,Asalto,7.6,4,Masculino,18-25,1,0,1046.85,Arma Blanca,Marzo,False,False,Alta
CRM0002005,2021,1,Sábado,Verano,Anochecer (6pm-10pm),Pakistán,Urbano,5696,Delito de Drogas,6.3,1,Femenino,36-45,0,0,54.03,Sin Arma Registrada,Enero,False,False,Media
CRM0002006,2023,11,Viernes,Primavera,Noche (10pm-2am),Turquía,Rural,38,Cibercrimen,4.0,3,Masculino,46-55,0,0,6815.66,Sin Arma Registrada,Noviembre,False,True,Media
CRM0002007,2022,3,Martes,Verano,Anochecer (6pm-10pm),Francia,Rural,151,Violencia Doméstica,5.0,3,Femenino,46-55,3,0,39.44,Arma Blanca,Marzo,False,False,Media
CRM0002008,2023,12,Jueves,Primavera,Anochecer (6pm-10pm),Indonesia,Suburbano,1294,Allanamiento,5.7,1,Masculino,26-35,0,0,766.22,Arma de Fuego,Diciembre,False,False,Media
CRM0002009,2020,9,Martes,Otoño,Anochecer (6pm-10pm),Alemania,Suburbano,583,Vandalismo,1.7,1,Femenino,36-45,0,0,23.9,Arma Blanca,Septiembre,False,False,Baja
CRM0002010,2022,5,Sábado,Primavera,Anochecer (6pm-10pm),Brasil,Remoto,17,Asalto,7.2,3,Desconocido,18-25,0,0,132.21,Arma de Fuego,Mayo,False,False,Alta
CRM0002011,2020,6,Martes,Primavera,Mañana (6am-12pm),Sudáfrica,Rural,151,Delito de Drogas,5.3,2,Femenino,18-25,0,0,136.57,Arma Blanca,Junio,False,False,Media
CRM0002012,2020,5,Domingo,Otoño,Mañana (6am-12pm),Egipto,Suburbano,334,Fraude,5.7,1,Femenino,56-65,0,0,2277.26,Sin Arma Registrada,Mayo,False,True,Media
CRM0002013,2024,1,Viernes,Verano,Mañana (6am-12pm),Turquía,Rural,603,Delito de Drogas,6.6,2,Femenino,26-35,0,0,23.49,Sin Arma Registrada,Enero,False,False,Media
CRM0002014,2020,10,Jueves,Primavera,Mañana (6am-12pm),Alemania,Suburbano,521,Cibercrimen,4.6,1,Masculino,Menor de 18,0,0,11876.55,Arma Blanca,Octubre,False,True,Media
CRM0002015,2022,1,Lunes,Invierno,Tarde (12pm-6pm),México,Urbano,273,Violencia Doméstica,6.0,1,Masculino,65+,4,0,38.05,Sin Arma Registrada,Enero,False,False,Media
CRM0002016,2022,4,Domingo,Primavera,Anochecer (6pm-10pm),Estados Unidos,Suburbano,213,Fraude,6.1,1,Femenino,26-35,0,0,1680.65,Sin Arma Registrada,Abril,False,False,Media
CRM0002017,2022,3,Sábado,Primavera,Anochecer (6pm-10pm),Brasil,Urbano,3216,Cibercrimen,3.8,1,Femenino,46-55,0,0,548.02,Objeto Contundente,Marzo,False,False,Media
CRM0002018,2024,11,Lunes,Otoño,Tarde (12pm-6pm),India,Remoto,12,Asalto,7.7,5,Femenino,26-35,1,0,697.49,Sin Arma Registrada,Noviembre,False,False,Alta
CRM0002019,2020,8,Martes,Verano,Anochecer (6pm-10pm),Reino Unido,Urbano,840,Hurto,2.2,1,Masculino,26-35,0,0,1446.85,Arma Blanca,Agosto,False,False,Baja
CRM0002020,2023,12,Domingo,Invierno,Madrugada (2am-6am),México,Remoto,20,Asalto,7.5,1,Femenino,65+,0,0,115.15,Sustancia Química,Diciembre,False,False,Alta
CRM0002021,2024,12,Miércoles,Otoño,Anochecer (6pm-10pm),Brasil,Rural,100,Fraude,3.4,1,Femenino,26-35,0,0,807.44,Sin Arma Registrada,Diciembre,False,False,Media
CRM0002022,2023,7,Domingo,Primavera,Mañana (6am-12pm),Francia,Rural,76,Robo,6.2,1,Masculino,26-35,0,0,911.11,Arma Blanca,Julio,False,False,Media
CRM0002023,2024,11,Sábado,Invierno,Mañana (6am-12pm),Estados Unidos,Rural,99,Incendio Provocado,7.1,2,Masculino,46-55,1,0,81.67,Arma Blanca,Noviembre,False,False,Alta
CRM0002024,2020,7,Martes,Primavera,Mañana (6am-12pm),Australia,Urbano,15055,Asalto,7.9,1,Masculino,46-55,0,0,98.35,Objeto Contundente,Julio,False,False,Alta
CRM0002025,2022,8,Viernes,Otoño,Mañana (6am-12pm),Canadá,Rural,59,Asalto,8.0,2,Femenino,18-25,4,0,135.37,Arma Blanca,Agosto,False,False,Alta
CRM0002026,2021,10,Viernes,Verano,Tarde (12pm-6pm),Indonesia,Urbano,780,Fraude,3.8,1,Desconocido,18-25,0,0,7236.18,Sin Arma Registrada,Octubre,False,True,Media
CRM0002027,2023,7,Viernes,Verano,Anochecer (6pm-10pm),Nigeria,Remoto,14,Hurto,2.4,1,Masculino,65+,0,0,530.69,Sin Arma Registrada,Julio,False,False,Baja
CRM0002028,2024,10,Lunes,Invierno,Anochecer (6pm-10pm),Egipto,Urbano,3532,Vandalismo,2.1,1,Femenino,56-65,0,0,79.0,Desconocido,Octubre,False,False,Baja
CRM0002029,2021,2,Lunes,Otoño,Noche (10pm-2am),Nigeria,Suburbano,574,Hurto,3.0,1,Masculino,56-65,0,0,552.02,Desconocido,Febrero,False,False,Baja
CRM0002030,2023,4,Jueves,Primavera,Anochecer (6pm-10pm),India,Urbano,795,Hurto,4.3,1,Masculino,18-25,0,0,967.99,Arma de Fuego,Abril,False,False,Media
CRM0002031,2021,11,Viernes,Verano,Tarde (12pm-6pm),Estados Unidos,Suburbano,259,Robo,7.3,1,Femenino,36-45,1,0,206.5,Vehículo,Noviembre,False,False,Alta
CRM0002032,2023,6,Martes,Otoño,Anochecer (6pm-10pm),India,Remoto,26,Delito de Drogas,6.3,1,Desconocido,26-35,0,0,64.11,Arma de Fuego,Junio,False,False,Media
CRM0002033,2022,3,Lunes,Primavera,Anochecer (6pm-10pm),Alemania,Urbano,513,Asalto,7.2,1,Masculino,26-35,2,0,72.07,Sin Arma Registrada,Marzo,False,False,Alta
CRM0002034,2024,3,Martes,Primavera,Anochecer (6pm-10pm),Indonesia,Rural,129,Hurto,3.7,4,Masculino,26-35,0,0,185.12,Arma de Fuego,Marzo,False,False,Media
CRM0002035,2023,6,Miércoles,Primavera,Anochecer (6pm-10pm),Francia,Urbano,2845,Allanamiento,6.5,1,Femenino,36-45,0,0,3961.13,Sin Arma Registrada,Junio,False,True,Media
CRM0002036,2022,1,Sábado,Invierno,Madrugada (2am-6am),Pakistán,Rural,128,Extorsión,5.6,1,Masculino,18-25,0,0,351.62,Sin Arma Registrada,Enero,False,False,Media
CRM0002037,2020,1,Sábado,Invierno,Noche (10pm-2am),México,Suburbano,334,Hurto,2.5,4,Masculino,36-45,0,0,899.36,Sin Arma Registrada,Enero,False,False,Baja
CRM0002038,2021,5,Miércoles,Invierno,Tarde (12pm-6pm),India,Urbano,2035,Delito de Drogas,6.3,1,Masculino,46-55,0,0,827.42,Desconocido,Mayo,False,False,Media
CRM0002039,2021,1,Sábado,Verano,Anochecer (6pm-10pm),Estados Unidos,Suburbano,574,Allanamiento,4.7,1,Femenino,56-65,0,0,3352.75,Sin Arma Registrada,Enero,False,True,Media
CRM0002040,2021,10,Domingo,Invierno,Noche (10pm-2am),Australia,Urbano,1679,Vandalismo,1.0,3,Femenino,46-55,0,0,95.87,Sin Arma Registrada,Octubre,False,False,Baja
CRM0002041,2024,8,Domingo,Primavera,Tarde (12pm-6pm),Nigeria,Rural,33,Fraude,6.6,2,Masculino,56-65,0,0,52351.94,Sin Arma Registrada,Agosto,False,True,Media
CRM0002042,2023,2,Lunes,Invierno,Anochecer (6pm-10pm),Francia,Rural,277,Hurto,3.9,2,Femenino,26-35,0,0,652.6,Arma Blanca,Febrero,False,False,Media
CRM0002043,2022,6,Jueves,Invierno,Noche (10pm-2am),India,Rural,90,Hurto,3.3,1,Masculino,Menor de 18,0,0,283.07,Arma de Fuego,Junio,False,False,Baja
CRM0002044,2020,10,Lunes,Verano,Tarde (12pm-6pm),México,Urbano,2855,Delito de Drogas,6.2,1,Femenino,26-35,0,0,55.75,Sin Arma Registrada,Octubre,False,False,Media
CRM0002045,2024,10,Viernes,Primavera,Anochecer (6pm-10pm),México,Suburbano,498,Agresión Sexual,8.0,1,Masculino,Menor de 18,1,0,365.16,Sin Arma Registrada,Octubre,False,False,Alta
CRM0002046,2023,5,Domingo,Invierno,Anochecer (6pm-10pm),Nigeria,Rural,403,Allanamiento,6.9,1,Masculino,18-25,0,0,4879.49,Vehículo,Mayo,False,True,Alta
CRM0002047,2020,10,Domingo,Otoño,Mañana (6am-12pm),Brasil,Rural,55,Allanamiento,4.2,1,Masculino,46-55,0,0,1444.06,Desconocido,Octubre,False,False,Media
CRM0002048,2023,12,Viernes,Primavera,Madrugada (2am-6am),Francia,Urbano,4656,Hurto,3.9,1,Femenino,46-55,0,0,362.75,Sustancia Química,Diciembre,False,False,Media
CRM0002049,2022,12,Sábado,Verano,Noche (10pm-2am),Estados Unidos,Rural,84,Vandalismo,3.3,2,Masculino,18-25,0,0,28.83,Sin Arma Registrada,Diciembre,False,False,Baja
CRM0002050,2020,4,Viernes,Verano,Noche (10pm-2am),Egipto,Urbano,695,Robo,7.4,1,Masculino,26-35,4,0,39.35,Sin Arma Registrada,Abril,False,False,Alta
CRM0002051,2022,1,Sábado,Primavera,Noche (10pm-2am),Pakistán,Rural,77,Extorsión,7.3,3,Femenino,26-35,0,0,2429.48,Objeto Contundente,Enero,False,True,Alta
CRM0002052,2022,3,Jueves,Verano,Anochecer (6pm-10pm),Turquía,Suburbano,1344,Homicidio,9.9,1,Masculino,36-45,1,3,52.74,Sin Arma Registrada,Marzo,True,False,Alta
CRM0002053,2021,12,Sábado,Invierno,Anochecer (6pm-10pm),Egipto,Urbano,1269,Delito de Drogas,6.2,1,Femenino,46-55,0,0,137.97,Sin Arma Registrada,Diciembre,False,False,Media
CRM0002054,2024,4,Jueves,Invierno,Noche (10pm-2am),India,Suburbano,310,Asalto,5.9,1,Desconocido,46-55,1,0,115.33,Arma Blanca,Abril,False,False,Media
CRM0002055,2024,2,Viernes,Otoño,Madrugada (2am-6am),Egipto,Urbano,539,Fraude,5.2,1,Masculino,26-35,0,0,12822.13,Desconocido,Febrero,False,True,Media
CRM0002056,2023,12,Sábado,Invierno,Anochecer (6pm-10pm),Brasil,Urbano,3843,Robo,8.7,3,Femenino,Menor de 18,1,0,8177.32,Arma Blanca,Diciembre,False,True,Alta
CRM0002057,2022,2,Jueves,Primavera,Anochecer (6pm-10pm),Estados Unidos,Urbano,2952,Extorsión,6.3,1,Femenino,56-65,0,0,2452.01,Sin Arma Registrada,Febrero,False,True,Media
CRM0002058,2022,2,Sábado,Otoño,Noche (10pm-2am),Nigeria,Rural,75,Fraude,5.7,1,Masculino,18-25,0,0,3805.29,Arma de Fuego,Febrero,False,True,Media
CRM0002059,2023,11,Martes,Otoño,Tarde (12pm-6pm),India,Urbano,1054,Asalto,6.4,1,Masculino,26-35,3,0,213.46,Sin Arma Registrada,Noviembre,False,False,Media
CRM0002060,2022,1,Domingo,Invierno,Tarde (12pm-6pm),Indonesia,Rural,79,Vandalismo,1.4,1,Femenino,56-65,0,0,41.16,Sin Arma Registrada,Enero,False,False,Baja
CRM0002061,2020,10,Sábado,Otoño,Mañana (6am-12pm),Nigeria,Rural,60,Extorsión,5.2,2,Femenino,36-45,0,0,3547.76,Sin Arma Registrada,Octubre,False,True,Media
CRM0002062,2022,2,Domingo,Primavera,Mañana (6am-12pm),México,Rural,117,Homicidio,9.9,1,Femenino,36-45,3,1,104.58,Arma de Fuego,Febrero,False,False,Alta
CRM0002063,2024,6,Miércoles,Invierno,Tarde (12pm-6pm),Reino Unido,Remoto,34,Allanamiento,5.8,1,Femenino,36-45,0,0,2058.15,Sin Arma Registrada,Junio,False,False,Media
CRM0002064,2022,3,Viernes,Otoño,Tarde (12pm-6pm),Sudáfrica,Urbano,4364,Agresión Sexual,7.3,1,Masculino,36-45,4,0,119.63,Sustancia Química,Marzo,False,False,Alta
CRM0002065,2020,10,Sábado,Primavera,Tarde (12pm-6pm),Reino Unido,Urbano,7748,Secuestro,8.7,1,Masculino,65+,0,0,15.67,Arma Blanca,Octubre,False,False,Alta
CRM0002066,2023,5,Viernes,Invierno,Tarde (12pm-6pm),Estados Unidos,Suburbano,1374,Homicidio,9.0,3,Femenino,26-35,1,1,46.41,Arma Blanca,Mayo,False,False,Alta
CRM0002067,2021,1,Sábado,Primavera,Tarde (12pm-6pm),Sudáfrica,Rural,47,Hurto,4.3,1,Femenino,18-25,0,0,147.01,Arma Blanca,Enero,False,False,Media
CRM0002068,2021,8,Miércoles,Invierno,Noche (10pm-2am),Sudáfrica,Rural,31,Robo,6.4,1,Masculino,36-45,1,0,235.68,Sin Arma Registrada,Agosto,False,False,Media
CRM0002069,2021,4,Martes,Verano,Tarde (12pm-6pm),Pakistán,Suburbano,447,Hurto,4.7,1,Masculino,26-35,0,0,1153.13,Arma Blanca,Abril,False,False,Media
CRM0002070,2022,9,Domingo,Verano,Noche (10pm-2am),Egipto,Rural,48,Asalto,6.8,1,Masculino,26-35,3,0,334.33,Arma Blanca,Septiembre,False,False,Alta
CRM0002071,2023,4,Viernes,Otoño,Noche (10pm-2am),Brasil,Suburbano,243,Robo,8.2,3,Femenino,26-35,2,0,1182.03,Arma Blanca,Abril,False,False,Alta
CRM0002072,2022,2,Miércoles,Verano,Mañana (6am-12pm),Francia,Urbano,2511,Fraude,3.1,2,Masculino,46-55,0,0,3057.48,Sin Arma Registrada,Febrero,False,True,Baja
CRM0002073,2021,3,Martes,Otoño,Tarde (12pm-6pm),Indonesia,Suburbano,581,Delito de Drogas,4.9,1,Desconocido,46-55,0,0,147.45,Arma de Fuego,Marzo,False,False,Media
CRM0002074,2024,5,Domingo,Verano,Madrugada (2am-6am),Reino Unido,Urbano,1415,Agresión Sexual,7.8,1,Femenino,26-35,3,0,116.17,Sin Arma Registrada,Mayo,False,False,Alta
CRM0002075,2024,12,Martes,Primavera,Anochecer (6pm-10pm),Brasil,Urbano,2948,Asalto,7.8,1,Masculino,18-25,0,0,23.69,Sin Arma Registrada,Diciembre,False,False,Alta
CRM0002076,2024,10,Lunes,Primavera,Tarde (12pm-6pm),Nigeria,Suburbano,945,Secuestro,7.4,1,Femenino,56-65,9,0,140.97,Sustancia Química,Octubre,False,False,Alta
CRM0002077,2021,6,Miércoles,Otoño,Anochecer (6pm-10pm),India,Rural,149,Asalto,7.1,2,Masculino,36-45,1,0,74.8,Sin Arma Registrada,Junio,False,False,Alta
CRM0002078,2022,7,Lunes,Verano,Tarde (12pm-6pm),India,Suburbano,285,Cibercrimen,3.1,2,Masculino,18-25,0,0,2154.34,Objeto Contundente,Julio,False,False,Baja
CRM0002079,2024,4,Miércoles,Otoño,Noche (10pm-2am),Estados Unidos,Urbano,1982,Hurto,2.6,3,Femenino,56-65,0,0,260.96,Vehículo,Abril,False,False,Baja
CRM0002080,2023,7,Viernes,Verano,Anochecer (6pm-10pm),Turquía,Rural,85,Vandalismo,2.0,1,Femenino,Menor de 18,0,0,92.04,Arma Blanca,Julio,False,False,Baja
CRM0002081,2020,10,Martes,Primavera,Noche (10pm-2am),Nigeria,Suburbano,241,Cibercrimen,5.4,2,Femenino,18-25,0,0,3783.75,Arma de Fuego,Octubre,False,True,Media
CRM0002082,2020,3,Sábado,Invierno,Noche (10pm-2am),Brasil,Urbano,4871,Delito de Drogas,6.4,1,Masculino,26-35,0,0,43.42,Arma de Fuego,Marzo,False,False,Media
CRM0002083,2022,7,Lunes,Verano,Mañana (6am-12pm),India,Remoto,17,Robo,8.9,4,Masculino,56-65,4,0,2748.38,Arma Blanca,Julio,False,True,Alta
CRM0002084,2024,4,Sábado,Invierno,Anochecer (6pm-10pm),Estados Unidos,Urbano,657,Fraude,6.7,1,Masculino,26-35,0,0,2601.47,Sin Arma Registrada,Abril,False,True,Alta
CRM0002085,2022,8,Domingo,Otoño,Anochecer (6pm-10pm),Reino Unido,Remoto,19,Incendio Provocado,6.2,1,Masculino,Menor de 18,5,0,43.08,Objeto Contundente,Agosto,False,False,Media
CRM0002086,2022,9,Lunes,Primavera,Tarde (12pm-6pm),Canadá,Rural,46,Violencia Doméstica,7.5,3,Masculino,46-55,2,0,122.47,Sin Arma Registrada,Septiembre,False,False,Alta
CRM0002087,2020,7,Viernes,Verano,Mañana (6am-12pm),Sudáfrica,Rural,29,Robo,7.4,3,Femenino,46-55,2,0,1637.52,Arma Blanca,Julio,False,False,Alta
CRM0002088,2023,8,Jueves,Invierno,Noche (10pm-2am),Alemania,Urbano,2292,Hurto,4.6,1,Femenino,36-45,0,0,1175.1,Sin Arma Registrada,Agosto,False,False,Media
CRM0002089,2024,8,Miércoles,Invierno,Mañana (6am-12pm),Australia,Suburbano,134,Fraude,3.4,2,Masculino,26-35,0,0,1215.98,Arma de Fuego,Agosto,False,False,Media
CRM0002090,2022,2,Sábado,Invierno,Madrugada (2am-6am),Estados Unidos,Urbano,3806,Hurto,4.5,1,Femenino,18-25,0,0,626.96,Sin Arma Registrada,Febrero,False,False,Media
CRM0002091,2023,9,Domingo,Otoño,Tarde (12pm-6pm),Canadá,Remoto,35,Fraude,3.6,1,Masculino,46-55,0,0,3385.69,Sin Arma Registrada,Septiembre,False,True,Media
